,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
268,SL,2024-10-03,89.3,-2.26,5.01,"Díaz, Edwin",668930,621242,,ball,,,,,14,Brice Turang walks.,F,L,R,MIL,NYM,B,,,1,1,2024,0.16,0.43,0.7,0.74,,,,1,7,Bot,,,,,,,7.036333316565146,-129.89969472812612,-5.500773692852123,0.4724880836643426,25.815564681926094,-26.32938395576983,3.55,1.73,,,,90.6,2341,7.0,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.51,,,,,,,,51,3,Slider,2,0,2,0,0,2,2,0,Standard,Strategic,219,0.0,0.037,,,,-0.037,,2,2,0.883,0.883,30,24,30,25,1,2,3,1,3,,2.42,-0.16,0.16,23.3
277,SL,2024-10-03,87.6,-2.34,5.05,"Díaz, Edwin",668930,621242,,ball,,,,,13,Brice Turang walks.,F,L,R,MIL,NYM,B,,,0,1,2024,0.26,0.12,-1.1,1.34,,,,1,7,Bot,,,,,,,2.4947228557817533,-127.69235213422296,-3.18174222721274,2.3647934782080076,24.461582340225423,-30.40467171348226,3.55,1.79,,,,88.9,2344,6.8,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.66,,,,,,,,51,2,Slider,2,0,2,0,0,2,2,0,Standard,Strategic,123,0.0,0.015,,,,-0.015,,2,2,0.883,0.883,30,24,30,25,1,2,3,1,3,,2.82,-0.26,0.26,25.1
284,FF,2024-10-03,97.8,-2.29,4.72,"Díaz, Edwin",668930,621242,,foul,,,,,4,Brice Turang walks.,F,L,R,MIL,NYM,S,,,0,0,2024,-1.32,0.94,-0.5,2.38,,,,1,7,Bot,,,,,,,8.032651901468236,-142.18999478112852,-3.0233749435708197,-19.816361721339284,32.888951120226324,-18.90455953282867,3.31,1.56,207,74.5,51,99.8,2380,7.4,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.07,,,,,,,,51,1,4-Seam Fastball,2,0,2,0,0,2,2,0,Standard,Strategic,230,0.0,-0.023,70.6,6.4,,0.023,88.0,2,2,0.883,0.883,30,24,30,25,1,2,3,1,3,,1.45,1.32,-1.32,14.3
193,SL,2024-10-03,85.8,-2.6,5.23,"Buttó, José",687401,676130,field_out,hit_into_play,,,,,13,Joey Ortiz lines out to shortstop Francisco Lindor.,F,R,R,MIL,NYM,X,6,line_drive,2,2,2024,0.49,-0.29,-1.21,1.51,,,,0,7,Bot,110.89,142.8,,,,,2.2885336051639245,-125.04175148640682,-2.013761766879991,4.778963072273108,23.6495489121223,-34.998450432871905,3.35,1.48,149,70.3,14,85.8,2648,6.1,775337,682626,624413,578428,668901,596019,607043,621438,516782,54.41,0.377,0.339,0.0,1,0,0,2,50,5,Slider,2,0,2,0,0,2,2,0,Standard,Standard,76,-0.01,-0.203,70.0,9.0,0.403,0.203,88.0,2,2,0.893,0.893,26,25,26,26,1,2,2,1,3,,3.36,-0.49,-0.49,34.8
196,SL,2024-10-03,85.9,-2.65,5.36,"Buttó, José",687401,676130,,ball,,,,,13,Joey Ortiz lines out to shortstop Francisco Lindor.,F,R,R,MIL,NYM,B,,,1,2,2024,0.52,-0.29,-1.08,2.3,,,,0,7,Bot,,,,,,,2.668457564894558,-125.27959810439047,-0.4724837906032499,5.025060170025662,22.89367605678071,-35.366151655648245,3.23,1.41,,,,86.1,2647,6.1,775337,682626,624413,578428,668901,596019,607043,621438,516782,54.43,,,,,,,,50,4,Slider,2,0,2,0,0,2,2,0,Standard,Standard,76,0.0,0.036,,,,-0.036,,2,2,0.893,0.893,26,25,26,26,1,2,2,1,3,,3.34,-0.52,-0.52,38.0
206,FF,2024-10-03,96.5,-2.28,5.49,"Buttó, José",687401,676130,,ball,,,,,11,Joey Ortiz lines out to shortstop Francisco Lindor.,F,R,R,MIL,NYM,B,,,0,2,2024,0.08,1.29,-0.42,3.85,,,,0,7,Bot,,,,,,,4.774979963431645,-140.5358569797888,-1.740916473801827,-0.0099500672680965,31.692072081018267,-14.856022644739111,3.29,1.36,,,,96.4,2375,6.2,775337,682626,624413,578428,668901,596019,607043,621438,516782,54.3,,,,,,,,50,3,4-Seam Fastball,2,0,2,0,0,2,2,0,Standard,Standard,203,0.0,0.021,,,,-0.021,,2,2,0.893,0.893,26,25,26,26,1,2,2,1,3,,1.15,-0.08,-0.08,38.9
211,SI,2024-10-03,95.7,-2.46,5.31,"Buttó, José",687401,676130,,foul,,,,,13,Joey Ortiz lines out to shortstop Francisco Lindor.,F,R,R,MIL,NYM,S,,,0,1,2024,-1.27,0.79,-1.0,1.86,,,,0,7,Bot,,,,,,,6.7003838861717915,-139.0496016597666,-5.214102714371769,-17.974655511384043,33.61519669637761,-20.91089325249177,3.35,1.48,8,93.0,-14,95.2,2309,6.3,775337,682626,624413,578428,668901,596019,607043,621438,516782,54.25,,,,,,,,50,2,Sinker,2,0,2,0,0,2,2,0,Standard,Standard,209,0.0,-0.049,76.1,8.5,,0.049,93.0,2,2,0.893,0.893,26,25,26,26,1,2,2,1,3,,1.72,1.27,1.27,32.5
217,SL,2024-10-03,85.0,-2.6,5.33,"Buttó, José",687401,676130,,called_strike,,,,,5,Joey Ortiz lines out to shortstop Francisco Lindor.,F,R,R,MIL,NYM,S,,,0,0,2024,0.69,-0.31,-0.01,2.08,,,,0,7,Bot,,,,,,,4.679524388477961,-123.71275400758934,-0.660055279674898,6.094460547630529,25.611411186678662,-35.38727350820416,3.29,1.41,,,,84.5,2624,6.0,775337,682626,624413,578428,668901,596019,607043,621438,516782,54.48,,,,,,,,50,1,Slider,2,0,2,0,0,2,2,0,Standard,Standard,42,0.0,-0.033,,,,0.033,,2,2,0.893,0.893,26,25,26,26,1,2,2,1,3,,3.47,-0.69,-0.69,36.7
225,FF,2024-10-03,96.0,-2.43,5.34,"Buttó, José",686217,676130,home_run,hit_into_play,,,,,9,Sal Frelick homers (1) on a fly ball to right field.,F,L,R,MIL,NYM,X,,fly_ball,0,0,2024,0.0,1.21,0.35,1.79,,,,0,7,Bot,242.11,79.8,,,,,7.360039055333656,-139.51506005474798,-6.506656851137272,-1.6857695248669171,32.713666614236985,-15.02363014673948,3.02,1.41,408,107.6,29,95.8,2544,6.3,775337,682626,624413,578428,668901,596019,607043,621438,516782,54.17,0.98,2.013,2.0,1,0,3,6,49,1,4-Seam Fastball,1,0,1,0,0,2,2,0,Strategic,Standard,204,0.099,1.0,76.3,8.5,3.909,-1.0,107.6,1,1,0.794,0.794,26,24,26,24,1,2,2,1,3,,1.27,0.0,0.0,38.3
241,CH,2024-10-03,89.5,-2.63,5.3,"Buttó, José",641343,676130,home_run,hit_into_play,,,,,4,Jake Bauers homers (1) on a fly ball to right field.,F,L,R,MIL,NYM,X,,fly_ball,3,2,2024,-0.48,0.3,-0.28,2.39,,,,0,7,Bot,218.21,62.86,,,,,6.807572674489352,-130.14870298640898,-1.773799163716267,-6.870702352446975,28.143106057386564,-28.62657704602799,3.47,1.62,405,106.8,27,89.5,1989,6.4,775337,682626,624413,578428,668901,596019,607043,621438,516782,54.12,0.963,1.942,2.0,1,0,3,6,48,6,Changeup,0,0,0,0,0,1,1,0,Infield shade,Standard,233,0.208,0.929,78.0,8.1,3.766,-0.929,106.8,0,0,0.586,0.586,26,28,26,29,1,0,2,2,3,,2.56,0.48,-0.48,32.7
247,FF,2024-10-03,95.9,-2.51,5.46,"Buttó, José",641343,676130,,ball,,,,,11,Jake Bauers homers (1) on a fly ball to right field.,F,L,R,MIL,NYM,B,,,2,2,2024,-0.32,0.92,-0.84,4.05,,,,0,7,Bot,,,,,,,5.129367177231035,-139.63407682410838,-0.1826119865074325,-5.355409050028526,32.75512090308095,-20.41895772582339,3.59,1.67,,,,95.7,2567,6.2,775337,682626,624413,578428,668901,596019,607043,621438,516782,54.28,,,,,,,,48,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,193,0.0,0.096,,,,-0.096,,0,0,0.586,0.586,26,28,26,29,1,0,2,2,3,,1.57,0.32,-0.32,36.5
255,FF,2024-10-03,96.4,-2.45,5.42,"Buttó, José",641343,676130,,ball,,,,,11,Jake Bauers homers (1) on a fly ball to right field.,F,L,R,MIL,NYM,B,,,1,2,2024,-0.21,1.13,-1.23,3.49,,,,0,7,Bot,,,,,,,3.7116114066599377,-140.33724499192076,-2.157057094077869,-3.6716633209980314,32.07820780653656,-16.913501789569235,3.59,1.73,,,,96.2,2454,6.2,775337,682626,624413,578428,668901,596019,607043,621438,516782,54.32,,,,,,,,48,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,202,0.0,0.036,,,,-0.036,,0,0,0.586,0.586,26,28,26,29,1,0,2,2,3,,1.32,0.21,-0.21,34.6
262,CH,2024-10-03,89.1,-2.82,5.29,"Buttó, José",641343,676130,,foul,,,,,8,Jake Bauers homers (1) on a fly ball to right field.,F,L,R,MIL,NYM,S,,,1,1,2024,-0.45,0.56,0.12,1.63,,,,0,7,Bot,,,,,,,8.14673178666389,-129.5004495820925,-4.168194995329135,-6.643374403953231,25.424959277801054,-25.231311987624533,3.47,1.62,6,80.2,-17,89.4,2183,6.4,775337,682626,624413,578428,668901,596019,607043,621438,516782,54.11,,,,,,,,48,3,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,241,0.0,-0.051,82.5,8.1,,0.051,88.0,0,0,0.586,0.586,26,28,26,29,1,0,2,2,3,,2.31,0.45,-0.45,33.0
271,FF,2024-10-03,95.6,-2.43,5.51,"Buttó, José",641343,676130,,ball,,,,,12,Jake Bauers homers (1) on a fly ball to right field.,F,L,R,MIL,NYM,B,,,0,1,2024,-0.08,1.32,0.3,4.8,,,,0,7,Bot,,,,,,,7.35216161930772,-139.03997795336295,0.7827293421294956,-2.6002052720693385,30.54790156136408,-15.404422571299078,3.65,1.67,,,,95.4,2499,6.2,775337,682626,624413,578428,668901,596019,607043,621438,516782,54.34,,,,,,,,48,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,201,0.0,0.023,,,,-0.023,,0,0,0.586,0.586,26,28,26,29,1,0,2,2,3,,1.17,0.08,-0.08,38.7
279,FF,2024-10-03,96.1,-2.61,5.43,"Buttó, José",641343,676130,,swinging_strike,,,,,1,Jake Bauers homers (1) on a fly ball to right field.,F,L,R,MIL,NYM,S,,,0,0,2024,-0.22,1.25,-0.61,3.16,,,,0,7,Bot,,,,,,,5.783037498164795,-139.88977289106498,-3.289330464661718,-4.101375119597347,30.71362860736237,-15.155379634238738,3.47,1.62,,,,96.2,2502,6.3,775337,682626,624413,578428,668901,596019,607043,621438,516782,54.21,,,,,,,,48,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,206,0.0,-0.033,79.4,7.6,,0.033,,0,0,0.586,0.586,26,28,26,29,1,0,2,2,3,,1.21,0.22,-0.22,35.4
173,FF,2024-10-03,97.2,-1.74,6.14,"Mears, Nick",608385,683232,strikeout,swinging_strike,,,,,2,Jesse Winker strikes out swinging.,F,L,R,MIL,NYM,S,2,,0,2,2024,-0.5,1.83,-0.03,2.88,,,,2,7,Top,,,,,,,5.776074230854303,-141.22676266289113,-7.452181153348558,-7.977614017494334,33.0670773480956,-6.218585365563192,3.4,1.58,,,,98.3,2553,7.1,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.44,,0.0,0.0,1,0,0,,47,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,199,0.019,-0.061,71.0,6.7,,0.061,,0,0,0.567,0.433,27,30,28,31,1,2,2,1,,2,0.6,0.5,-0.5,60.6
181,FF,2024-10-03,96.3,-1.72,6.01,"Mears, Nick",608385,683232,,swinging_strike,,,,,9,Jesse Winker strikes out swinging.,F,L,R,MIL,NYM,S,,,0,1,2024,-0.39,1.76,0.72,1.68,,,,2,7,Top,,,,,,,7.440013223596407,-139.7885178936015,-9.993695856217938,-6.830186504804168,32.08142276468704,-7.036368928226034,3.4,1.58,,,,97.4,2420,7.1,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.43,,,,,,,,47,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Strategic,200,0.0,-0.022,74.6,7.5,,0.022,,0,0,0.567,0.433,27,30,28,31,1,2,2,1,,2,0.72,0.39,-0.39,60.4
184,CU,2024-10-03,82.4,-1.84,5.92,"Mears, Nick",608385,683232,,called_strike,,,,,4,Jesse Winker strikes out swinging.,F,L,R,MIL,NYM,S,,,0,0,2024,0.39,-1.25,-0.68,2.25,,,,2,7,Top,,,,,,,1.9113033361968728,-119.937700913203,0.7135516531539554,3.303977253348863,25.50170291981022,-44.58017377385092,3.21,1.46,,,,83.0,2810,6.9,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.57,,,,,,,,47,1,Curveball,0,0,0,0,0,0,0,0,Standard,Strategic,26,0.0,-0.016,,,,0.016,,0,0,0.567,0.433,27,30,28,31,1,2,2,1,,2,4.64,-0.39,0.39,59.6
192,FF,2024-10-03,97.7,-1.63,5.98,"Mears, Nick",578428,683232,field_out,hit_into_play,,,,,9,"Jose Iglesias grounds out, shortstop Willy Adames to first baseman Rhys Hoskins.",F,R,R,MIL,NYM,X,6,ground_ball,3,2,2024,-0.67,1.52,0.29,1.71,,,,1,7,Top,99.85,153.15,,,,,6.796166380939842,-141.77699827553792,-9.513847278047074,-10.694662745421972,35.58656691534525,-9.647688085733929,3.19,1.43,5,99.8,-18,98.2,2389,6.9,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.57,0.171,0.177,0.0,1,0,0,2,46,6,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,199,0.028,-0.21,73.3,6.9,0.171,0.21,99.8,0,0,0.539,0.461,27,34,28,34,1,2,2,1,,2,0.9,0.67,0.67,60.2
201,FF,2024-10-03,97.0,-1.69,5.99,"Mears, Nick",578428,683232,,ball,,,,,14,"Jose Iglesias grounds out, shortstop Willy Adames to first baseman Rhys Hoskins.",F,R,R,MIL,NYM,B,,,2,2,2024,-0.23,1.51,0.99,0.88,,,,1,7,Top,,,,,,,7.789035287586518,-140.67471340675564,-11.743297035930263,-4.776214976202973,31.26221728024879,-9.55504366227669,3.25,1.42,,,,98.3,2314,7.2,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.32,,,,,,,,46,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,198,0.0,0.068,,,,-0.068,,0,0,0.539,0.461,27,34,28,34,1,2,2,1,,2,0.92,0.23,0.23,62.1
205,SL,2024-10-03,85.8,-1.7,5.96,"Mears, Nick",578428,683232,,ball,,,,,14,"Jose Iglesias grounds out, shortstop Willy Adames to first baseman Rhys Hoskins.",F,R,R,MIL,NYM,B,,,1,2,2024,0.31,-0.1,2.0,1.48,,,,1,7,Top,,,,,,,8.222703908494776,-124.8356498599809,-4.230756146792604,1.7271688609014342,23.008655874105568,-32.62071816106782,3.19,1.42,,,,87.1,2413,6.9,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.6,,,,,,,,46,4,Slider,0,0,0,0,0,0,0,0,Strategic,Standard,50,0.0,0.027,,,,-0.027,,0,0,0.539,0.461,27,34,28,34,1,2,2,1,,2,3.18,-0.31,-0.31,63.0
212,SL,2024-10-03,87.9,-1.62,5.97,"Mears, Nick",578428,683232,,ball,,,,,14,"Jose Iglesias grounds out, shortstop Willy Adames to first baseman Rhys Hoskins.",F,R,R,MIL,NYM,B,,,0,2,2024,0.15,-0.01,1.5,-0.58,,,,1,7,Top,,,,,,,7.3271281474186845,-127.52731233079938,-9.852491285241657,0.2139333380992232,25.152956321065492,-30.48807918484596,3.19,1.42,,,,89.1,2731,7.1,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.39,,,,,,,,46,3,Slider,0,0,0,0,0,0,0,0,Strategic,Standard,41,0.0,0.013,,,,-0.013,,0,0,0.539,0.461,27,34,28,34,1,2,2,1,,2,2.97,-0.15,-0.15,59.2
224,SL,2024-10-03,86.3,-1.7,5.96,"Mears, Nick",578428,683232,,swinging_strike,,,,,14,"Jose Iglesias grounds out, shortstop Willy Adames to first baseman Rhys Hoskins.",F,R,R,MIL,NYM,S,,,0,1,2024,0.04,0.0,1.57,0.67,,,,1,7,Top,,,,,,,7.777136277319621,-125.3881289271836,-6.4510657866523315,-1.026955751673609,23.777421576895204,-31.100324405768337,3.19,1.43,,,,87.5,2584,7.0,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.5,,,,,,,,46,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,37,0.0,-0.036,67.1,7.8,,0.036,,0,0,0.539,0.461,27,34,28,34,1,2,2,1,,2,3.05,-0.04,-0.04,60.8
226,FF,2024-10-03,97.8,-1.71,6.0,"Mears, Nick",578428,683232,,called_strike,,,,,9,"Jose Iglesias grounds out, shortstop Willy Adames to first baseman Rhys Hoskins.",F,R,R,MIL,NYM,S,,,0,0,2024,-0.41,1.72,0.5,1.76,,,,1,7,Top,,,,,,,6.987598152195526,-141.8671322444806,-9.928106927705931,-7.165966227055082,34.23057679621645,-6.832498392765668,3.18,1.36,,,,98.6,2409,7.0,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.48,,,,,,,,46,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,197,0.0,-0.023,,,,0.023,,0,0,0.539,0.461,27,34,28,34,1,2,2,1,,2,0.69,0.41,0.41,58.3
235,FF,2024-10-03,98.1,-1.57,6.05,"Mears, Nick",624413,683232,strikeout,foul_tip,,,,,9,Pete Alonso strikes out on a foul tip.,F,R,R,MIL,NYM,S,2,,3,2,2024,-0.51,1.7,0.32,2.15,,,,0,7,Top,,,,,,,6.3469476367132005,-142.40899717940684,-9.078618438928975,-8.413594846054139,33.64541471811233,-7.10221170892469,3.43,1.61,,,,99.2,2418,7.1,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.42,,0.0,0.0,1,0,0,,45,6,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,195,0.039,-0.299,78.4,7.8,,0.299,,0,0,0.5,0.5,27,29,28,30,1,2,2,1,,2,0.68,0.51,0.51,60.5
243,SL,2024-10-03,86.1,-1.8,6.01,"Mears, Nick",624413,683232,,ball,,,,,14,Pete Alonso strikes out on a foul tip.,F,R,R,MIL,NYM,B,,,2,2,2024,0.0,0.07,1.14,1.16,,,,0,7,Top,,,,,,,7.057829095786701,-125.25482627496692,-5.480470567089341,-1.3380878859270888,24.179920566129613,-30.57974927398395,3.36,1.48,,,,87.3,2509,6.9,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.56,,,,,,,,45,5,Slider,0,0,0,0,0,0,0,0,Strategic,Standard,42,0.0,0.096,,,,-0.096,,0,0,0.5,0.5,27,29,28,30,1,2,2,1,,2,3.0,0.0,0.0,59.0
253,FF,2024-10-03,98.1,-1.73,5.97,"Mears, Nick",624413,683232,,swinging_strike,,,,,8,Pete Alonso strikes out on a foul tip.,F,R,R,MIL,NYM,S,,,2,1,2024,-0.42,1.61,-0.22,1.82,,,,0,7,Top,,,,,,,5.128357026766743,-142.5191792742202,-9.567020210321822,-6.955659116931595,33.454387781655626,-8.217668145731954,3.43,1.61,,,,99.3,2351,7.1,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.39,,,,,,,,45,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,196,0.0,-0.062,81.7,7.3,,0.062,,0,0,0.5,0.5,27,29,28,30,1,2,2,1,,2,0.77,0.42,0.42,59.7
261,SL,2024-10-03,86.5,-1.88,6.0,"Mears, Nick",624413,683232,,called_strike,,,,,2,Pete Alonso strikes out on a foul tip.,F,R,R,MIL,NYM,S,,,2,0,2024,0.08,-0.04,0.12,2.8,,,,0,7,Top,,,,,,,4.643588654483961,-125.910361312362,-1.3512115529554087,-0.0389384690407611,24.5802088711163,-32.53336820685721,3.3,1.48,,,,87.4,2634,6.8,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.72,,,,,,,,45,3,Slider,0,0,0,0,0,0,0,0,Strategic,Standard,35,0.0,-0.058,,,,0.058,,0,0,0.5,0.5,27,29,28,30,1,2,2,1,,2,3.07,-0.08,-0.08,54.3
274,SL,2024-10-03,86.7,-1.78,5.95,"Mears, Nick",624413,683232,,ball,,,,,14,Pete Alonso strikes out on a foul tip.,F,R,R,MIL,NYM,B,,,1,0,2024,0.18,-0.19,0.31,-0.21,,,,0,7,Top,,,,,,,4.693325278926454,-126.14499597935615,-8.275409334322205,1.059924369845903,23.50413852614486,-32.80080267034454,3.3,1.42,,,,88.0,2686,6.9,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.6,,,,,,,,45,2,Slider,0,0,0,0,0,0,0,0,Strategic,Standard,40,0.0,0.062,,,,-0.062,,0,0,0.5,0.5,27,29,28,30,1,2,2,1,,2,3.2,-0.18,-0.18,58.8
288,SL,2024-10-03,87.0,-1.81,6.0,"Mears, Nick",624413,683232,,ball,,,,,14,Pete Alonso strikes out on a foul tip.,F,R,R,MIL,NYM,B,,,0,0,2024,0.27,-0.05,0.52,1.2,,,,0,7,Top,,,,,,,5.095245738340011,-126.72928497715742,-5.364819101742817,1.9591382555297725,23.353443670821928,-31.935485666204432,3.36,1.54,,,,88.5,2565,7.0,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.53,,,,,,,,45,1,Slider,0,0,0,0,0,0,0,0,Strategic,Standard,46,0.0,0.034,,,,-0.034,,0,0,0.5,0.5,27,29,28,30,1,2,2,1,,2,3.03,-0.27,-0.27,58.5
0,CH,2024-10-03,86.1,2.27,5.59,"Quintana, Jose",596142,500779,strikeout,swinging_strike_blocked,,,,,14,Gary Sánchez strikes out swinging.,F,R,L,MIL,NYM,S,2,,3,2,2024,1.13,0.11,0.53,0.43,,,,2,6,Bot,,,,,,,-6.42526415448223,-125.12437073235505,-6.208176992865707,13.189569051207863,26.12058610210365,-29.863259385504943,3.36,1.58,,,,86.2,1341,6.5,775337,682626,624413,578428,668901,596019,607043,621438,516782,54.01,,0.0,0.0,1,0,0,,44,6,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,120,-0.017,-0.125,76.6,8.4,,0.125,,0,0,0.517,0.517,35,31,35,32,3,2,5,1,6,,2.98,1.13,-1.13,41.3
1,CH,2024-10-03,85.4,2.21,5.62,"Quintana, Jose",596142,500779,,ball,,,,,14,Gary Sánchez strikes out swinging.,F,R,L,MIL,NYM,B,,,2,2,2024,1.3,0.46,0.8,0.5,,,,2,6,Bot,,,,,,,-5.919454936035673,-124.15107267834485,-6.679170256456602,14.606791629722396,24.684057433782193,-26.294479803468175,3.29,1.51,,,,85.3,1315,6.3,775337,682626,624413,578428,668901,596019,607043,621438,516782,54.21,,,,,,,,44,5,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,121,0.0,0.041,,,,-0.041,,0,0,0.517,0.517,35,31,35,32,3,2,5,1,6,,2.67,1.3,-1.3,43.1
2,CU,2024-10-03,77.3,2.19,5.61,"Quintana, Jose",596142,500779,,ball,,,,,14,Gary Sánchez strikes out swinging.,F,R,L,MIL,NYM,B,,,1,2,2024,-0.63,-0.8,0.9,0.72,,,,2,6,Bot,,,,,,,-1.5993467120155778,-112.628352031089,-2.0264852987440367,-5.064751127209268,20.696603264995503,-38.80186992219873,3.41,1.57,,,,77.7,2266,6.6,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.95,,,,,,,,44,4,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,310,0.0,0.015,,,,-0.015,,0,0,0.517,0.517,35,31,35,32,3,2,5,1,6,,4.61,-0.63,0.63,43.7
3,SI,2024-10-03,90.2,2.24,5.56,"Quintana, Jose",596142,500779,,ball,,,,,12,Gary Sánchez strikes out swinging.,F,R,L,MIL,NYM,B,,,0,2,2024,1.34,0.84,2.52,2.74,,,,2,6,Bot,,,,,,,-2.1646728340044272,-131.25594311820424,-2.8132332832967046,15.930713389429146,29.324733644983915,-22.07272122055265,3.41,1.57,,,,90.2,2042,6.4,775337,682626,624413,578428,668901,596019,607043,621438,516782,54.1,,,,,,,,44,3,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,150,0.0,0.009,,,,-0.009,,0,0,0.517,0.517,35,31,35,32,3,2,5,1,6,,1.97,1.34,-1.34,39.1
4,CU,2024-10-03,77.7,2.24,5.6,"Quintana, Jose",596142,500779,,swinging_strike,,,,,9,Gary Sánchez strikes out swinging.,F,R,L,MIL,NYM,S,,,0,1,2024,-0.62,-0.74,0.69,1.64,,,,2,6,Bot,,,,,,,-2.182762713145689,-113.13992251839385,-0.2377409360747311,-4.934061763060348,20.404469683908015,-38.715244065826504,3.36,1.58,,,,78.0,2266,6.4,775337,682626,624413,578428,668901,596019,607043,621438,516782,54.09,,,,,,,,44,2,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,302,0.0,-0.022,73.7,8.5,,0.022,,0,0,0.517,0.517,35,31,35,32,3,2,5,1,6,,4.51,-0.62,0.62,42.2
5,CU,2024-10-03,77.4,2.21,5.63,"Quintana, Jose",596142,500779,,called_strike,,,,,9,Gary Sánchez strikes out swinging.,F,R,L,MIL,NYM,S,,,0,0,2024,-0.64,-0.67,0.69,1.73,,,,2,6,Bot,,,,,,,-2.079432422775203,-112.75255595751888,-0.1917107548443608,-5.051152999353861,20.270850540875397,-38.067355782593914,3.29,1.57,,,,77.6,2208,6.3,775337,682626,624413,578428,668901,596019,607043,621438,516782,54.16,,,,,,,,44,1,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,317,0.0,-0.016,,,,0.016,,0,0,0.517,0.517,35,31,35,32,3,2,5,1,6,,4.46,-0.64,0.64,42.6
6,CH,2024-10-03,84.9,2.19,5.63,"Quintana, Jose",642715,500779,strikeout,swinging_strike_blocked,,,,,14,"Willy Adames strikes out swinging, catcher Francisco Alvarez to first baseman Pete Alonso.",F,R,L,MIL,NYM,S,2,,2,2,2024,1.4,0.23,0.58,0.0,,,,1,6,Bot,,,,,,,-6.571633070349888,-123.32114284549571,-7.329932319831017,15.540775911006076,23.784972056864373,-28.563002239491546,3.43,1.7,,,,85.2,1370,6.5,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.96,,0.0,0.0,1,0,0,,43,5,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,119,-0.024,-0.142,69.1,9.4,,0.142,,0,0,0.541,0.541,35,28,35,29,3,2,5,1,6,,2.94,1.4,-1.4,41.9
