,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
71,SI,2024-10-03,90.3,2.25,5.6,"Quintana, Jose",661388,500779,field_out,hit_into_play,,,,,3,"William Contreras grounds out, third baseman Mark Vientos to first baseman Pete Alonso.",F,R,L,MIL,NYM,X,5,ground_ball,2,0,2024,1.05,0.96,0.36,2.97,,,663368,2,3,Bot,105.94,168.41,,,,,-6.970638256190035,-131.36485025204811,-2.6446866175359554,13.642279650116356,28.233274127521156,-20.709575212460617,3.49,1.66,16,89.5,-10,90.5,2127,6.5,775337,682626,624413,578428,668901,596019,607043,621438,516782,54.05,0.149,0.133,0.0,1,0,0,2,23,3,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,162,-0.026,-0.298,80.3,8.0,0.167,0.298,89.5,0,0,0.526,0.526,35,26,35,27,2,1,5,1,6,,1.84,1.05,-1.05,40.3
72,CH,2024-10-03,85.9,2.26,5.64,"Quintana, Jose",661388,500779,,ball,,,,,14,"William Contreras grounds out, third baseman Mark Vientos to first baseman Pete Alonso.",F,R,L,MIL,NYM,B,,,1,0,2024,1.27,0.27,0.66,1.13,,,663368,2,3,Bot,,,,,,,-6.372242951695309,-124.9624424280351,-4.981567269991924,14.634584930569636,24.242324608527586,-28.571186070915303,3.79,1.83,,,,86.0,1305,6.3,775337,682626,624413,578428,668901,596019,607043,621438,516782,54.19,,,,,,,,23,2,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,129,0.0,0.042,,,,-0.042,,0,0,0.526,0.526,35,26,35,27,2,1,5,1,6,,2.81,1.27,-1.27,39.2
75,FF,2024-10-03,89.7,2.18,5.68,"Quintana, Jose",661388,500779,,ball,,,,,12,"William Contreras grounds out, third baseman Mark Vientos to first baseman Pete Alonso.",F,R,L,MIL,NYM,B,,,0,0,2024,0.28,1.3,0.04,4.55,,,663368,2,3,Bot,,,,,,,-5.899281400375505,-130.59621103323107,0.4347889438679923,4.4303619519506015,26.910868491312243,-17.541126192418318,3.61,1.65,,,,90.1,2128,6.5,775337,682626,624413,578428,668901,596019,607043,621438,516782,54.03,,,,,,,,23,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,154,0.0,0.028,,,,-0.028,,0,0,0.526,0.526,35,26,35,27,2,1,5,1,6,,1.52,0.28,-0.28,41.8
77,CU,2024-10-03,78.2,2.26,5.74,"Quintana, Jose",663368,500779,single,hit_into_play,,,,,8,Blake Perkins singles on a ground ball to shortstop Francisco Lindor.,F,R,L,MIL,NYM,X,6,ground_ball,1,1,2024,-0.64,-0.76,0.21,2.01,,,,2,3,Bot,101.37,149.58,,,,,-3.2415562666644298,-113.78191259161312,0.2590826791720322,-4.930890638952243,21.946837751335675,-38.98963285095325,3.4,1.62,113,88.1,6,78.2,2291,6.4,775337,682626,624413,578428,668901,596019,607043,621438,516782,54.1,0.503,0.497,0.9,1,1,0,4,22,3,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,302,0.014,0.133,69.9,7.8,0.614,-0.133,88.1,0,0,0.512,0.512,35,27,35,28,2,1,5,1,6,,4.5,-0.64,0.64,43.4
79,CU,2024-10-03,77.7,2.14,5.76,"Quintana, Jose",663368,500779,,called_strike,,,,,8,Blake Perkins singles on a ground ball to shortstop Francisco Lindor.,F,R,L,MIL,NYM,S,,,1,0,2024,-0.69,-0.87,-0.08,1.87,,,,2,3,Bot,,,,,,,-3.506980817255396,-113.0704857971338,0.2518025987795949,-5.211157650959186,21.96686924847994,-39.90688513168996,3.39,1.61,,,,78.0,2275,6.6,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.85,,,,,,,,22,2,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,304,0.0,-0.02,,,,0.02,,0,0,0.512,0.512,35,27,35,28,2,1,5,1,6,,4.67,-0.69,0.69,48.8
80,CU,2024-10-03,77.4,2.18,5.78,"Quintana, Jose",663368,500779,,ball,,,,,12,Blake Perkins singles on a ground ball to shortstop Francisco Lindor.,F,R,L,MIL,NYM,B,,,0,0,2024,-0.65,-0.75,0.81,3.48,,,,2,3,Bot,,,,,,,-1.7376697643325043,-112.61687782087542,3.4053587900032287,-5.174349524771194,20.6914663336294,-39.37804052447982,3.3,1.55,,,,77.3,2157,6.2,775337,682626,624413,578428,668901,596019,607043,621438,516782,54.28,,,,,,,,22,1,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,294,0.0,0.015,,,,-0.015,,0,0,0.512,0.512,35,27,35,28,2,1,5,1,6,,4.56,-0.65,0.65,43.4
84,CH,2024-10-03,85.9,2.24,5.72,"Quintana, Jose",694192,500779,field_out,hit_into_play,,,,,12,Jackson Chourio lines out to center fielder Tyrone Taylor.,F,R,L,MIL,NYM,X,8,line_drive,1,1,2024,1.12,0.61,0.84,2.44,,,,1,3,Bot,133.21,90.84,,,,,-5.603520952217052,-124.90709116863972,-2.7263749767407868,12.850389187101708,25.96502008539043,-25.426216197103404,3.3,1.57,271,80.8,22,85.9,1285,6.4,775337,682626,624413,578428,668901,596019,607043,621438,516782,54.07,0.68,0.653,0.0,1,0,0,4,21,3,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,124,-0.017,-0.154,59.5,7.9,0.798,0.154,88.0,0,0,0.529,0.529,35,20,35,20,2,1,5,1,6,,2.49,1.12,-1.12,45.4
85,CH,2024-10-03,85.1,2.29,5.75,"Quintana, Jose",694192,500779,,ball,,,,,12,Jackson Chourio lines out to center fielder Tyrone Taylor.,F,R,L,MIL,NYM,B,,,0,1,2024,1.28,0.03,1.83,2.37,,,,1,3,Bot,,,,,,,-3.641451423694832,-123.88932527271956,-1.6514316080581168,13.86041723871224,26.223671836966336,-31.699395768043196,3.17,1.44,,,,84.8,1195,6.2,775337,682626,624413,578428,668901,596019,607043,621438,516782,54.28,,,,,,,,21,2,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,126,0.0,0.015,,,,-0.015,,0,0,0.529,0.529,35,20,35,20,2,1,5,1,6,,3.13,1.28,-1.28,42.4
90,FF,2024-10-03,91.3,2.17,5.69,"Quintana, Jose",694192,500779,,foul_bunt,,,,,1,Jackson Chourio lines out to center fielder Tyrone Taylor.,F,R,L,MIL,NYM,S,,,0,0,2024,0.42,1.53,-0.59,2.83,,,,1,3,Bot,,,,,,,-7.892465730201507,-132.6544964582435,-4.60504661267474,6.691914035839092,28.871289441874225,-13.316118573342075,3.3,1.57,1,,,91.5,2227,6.5,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.97,,,,,,,,21,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,151,0.0,-0.023,19.1,1.6,,0.023,88.0,0,0,0.529,0.529,35,20,35,20,2,1,5,1,6,,1.22,0.42,-0.42,42.6
92,SI,2024-10-03,91.1,2.17,5.67,"Quintana, Jose",668930,500779,field_out,hit_into_play,,,,,8,"Brice Turang grounds out sharply, second baseman Jose Iglesias to first baseman Pete Alonso.",F,L,L,MIL,NYM,X,4,ground_ball,2,1,2024,1.1,0.97,-0.03,2.06,,,,0,3,Bot,147.08,149.58,,,,,-7.919401272433114,-132.42381432463344,-5.252961165284346,14.63990524755866,28.36118720828715,-19.8013204015471,3.31,1.56,135,102.3,6,91.5,2077,6.6,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.93,0.657,0.602,0.0,1,0,0,4,20,4,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,153,-0.025,-0.265,67.8,7.0,0.711,0.265,102.3,0,0,0.554,0.554,35,24,35,25,1,0,5,1,6,,1.78,1.1,1.1,43.4
95,SI,2024-10-03,91.7,2.21,5.63,"Quintana, Jose",668930,500779,,ball,,,,,13,"Brice Turang grounds out sharply, second baseman Jose Iglesias to first baseman Pete Alonso.",F,L,L,MIL,NYM,B,,,1,1,2024,1.17,0.93,-1.0,1.5,,,,0,3,Bot,,,,,,,-10.691310252317484,-133.06264100879622,-6.612610291731349,16.170336701938577,28.12861379649568,-19.81527919336605,3.49,1.73,,,,92.2,2154,6.7,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.82,,,,,,,,20,3,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,149,0.0,0.048,,,,-0.048,,0,0,0.554,0.554,35,24,35,25,1,0,5,1,6,,1.79,1.17,1.17,48.6
98,SI,2024-10-03,91.3,2.18,5.64,"Quintana, Jose",668930,500779,,ball,,,,,13,"Brice Turang grounds out sharply, second baseman Jose Iglesias to first baseman Pete Alonso.",F,L,L,MIL,NYM,B,,,0,1,2024,1.22,0.99,-1.56,2.2,,,,0,3,Bot,,,,,,,-12.045948262810375,-132.2767066866911,-4.842407477233923,16.937702932120438,29.450546199175104,-19.649457617941568,3.49,1.67,,,,91.2,2179,6.6,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.9,,,,,,,,20,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,151,0.0,0.023,,,,-0.023,,0,0,0.554,0.554,35,24,35,25,1,0,5,1,6,,1.78,1.22,1.22,42.4
104,SI,2024-10-03,91.6,2.2,5.68,"Quintana, Jose",668930,500779,,called_strike,,,,,7,"Brice Turang grounds out sharply, second baseman Jose Iglesias to first baseman Pete Alonso.",F,L,L,MIL,NYM,S,,,0,0,2024,0.94,1.04,-0.49,2.09,,,,0,3,Bot,,,,,,,-8.815638176846154,-133.11742947996422,-5.4678302928870295,13.027562996558812,28.598831376789168,-18.734817725010412,3.55,1.73,,,,91.7,2216,6.4,775337,682626,624413,578428,668901,596019,607043,621438,516782,54.05,,,,,,,,20,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,160,0.0,-0.033,,,,0.033,,0,0,0.554,0.554,35,24,35,25,1,0,5,1,6,,1.68,0.94,0.94,44.6
73,FF,2024-10-03,95.3,-1.01,5.88,"Myers, Tobias",668901,668964,field_out,hit_into_play,,,,,6,Mark Vientos flies out to right fielder Sal Frelick.,F,R,R,MIL,NYM,X,9,fly_ball,3,1,2024,-0.3,1.71,0.57,2.35,,596019,,2,3,Top,185.16,70.71,,,,,4.855644802011796,-138.5737846232574,-7.468810810214996,-5.003721572271203,33.42872857598153,-8.708902502679503,3.61,1.68,359,100.5,35,95.6,2309,6.7,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.83,0.311,0.615,0.0,1,0,0,5,19,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Strategic,197,0.037,-0.395,77.2,7.9,1.188,0.395,100.5,0,0,0.517,0.483,25,24,26,25,2,1,5,1,,2,0.82,0.3,0.3,63.7
74,SL,2024-10-03,86.2,-1.03,5.83,"Myers, Tobias",668901,668964,,ball,,,,,13,Mark Vientos flies out to right fielder Sal Frelick.,F,R,R,MIL,NYM,B,,,2,1,2024,0.4,0.25,-0.33,0.16,,,596019,2,3,Top,,,,,,,0.8645983371328545,-125.45310438369066,-7.819995891139599,4.090506295287992,23.73086547629014,-28.23658997714369,3.6,1.67,,,,86.9,2242,6.6,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.89,,,,,,,,19,4,Slider,0,0,0,0,0,0,0,0,Strategic,Strategic,153,-0.011,0.066,,,,-0.066,,0,0,0.528,0.472,25,24,26,25,2,1,5,1,,2,2.8,-0.4,-0.4,61.9
76,FF,2024-10-03,96.5,-0.82,5.91,"Myers, Tobias",668901,668964,,ball,,,,,14,Mark Vientos flies out to right fielder Sal Frelick.,F,R,R,MIL,NYM,B,,,1,1,2024,-0.14,1.74,2.07,2.26,,,596019,2,3,Top,,,,,,,8.045558151684359,-140.07432993325108,-8.071041508033431,-3.829411575186611,36.03032730208866,-7.5625935951356205,3.6,1.61,,,,96.3,2358,6.6,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.85,,,,,,,,19,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Strategic,193,0.0,0.042,,,,-0.042,,0,0,0.528,0.472,25,24,26,25,2,1,5,1,,2,0.74,0.14,0.14,65.8
78,SL,2024-10-03,85.3,-0.81,5.87,"Myers, Tobias",668901,668964,,swinging_strike,,,,,9,Mark Vientos flies out to right fielder Sal Frelick.,F,R,R,MIL,NYM,S,,,1,0,2024,0.65,0.12,0.71,1.63,,,596019,2,3,Top,,,,,,,2.279989231108868,-124.13754356527603,-3.899560513111592,6.228672300191547,26.804293336594053,-30.316094215612228,3.61,1.68,,,,85.6,2195,6.7,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.84,,,,,,,,19,2,Slider,0,0,0,0,0,0,0,0,Standard,Strategic,136,0.0,-0.04,72.1,8.9,,0.04,,0,0,0.528,0.472,25,24,26,25,2,1,5,1,,2,3.03,-0.65,-0.65,64.1
81,SL,2024-10-03,87.0,-0.97,5.89,"Myers, Tobias",668901,668964,,ball,,,,,14,Mark Vientos flies out to right fielder Sal Frelick.,F,R,R,MIL,NYM,B,,,0,0,2024,0.38,0.42,0.52,1.55,,,596019,2,3,Top,,,,,,,2.78377363239441,-126.57925048933495,-5.105605595695059,3.5433737683254543,26.60747267739319,-26.806410738609916,3.67,1.73,,,,87.4,2258,6.6,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.89,,,,,,,,19,1,Slider,0,0,0,0,0,0,0,0,Standard,Strategic,161,0.0,0.028,,,,-0.028,,0,0,0.528,0.472,25,24,26,25,2,1,5,1,,2,2.6,-0.38,-0.38,62.6
82,CU,2024-10-03,76.6,-0.8,5.88,"Myers, Tobias",596019,668964,single,hit_into_play,,,,,5,Francisco Lindor singles on a line drive to right fielder Sal Frelick.,F,L,R,MIL,NYM,X,9,line_drive,0,0,2024,0.35,-0.5,-0.08,2.44,,,,2,3,Top,157.16,100.33,,,,,0.898149869873295,-111.48296086346905,0.7014330580891419,2.7063611911075736,21.28390382799269,-36.69926534983072,3.31,1.51,258,95.1,18,76.7,2384,6.5,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.99,0.466,0.479,0.9,1,1,0,4,18,1,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,29,-0.015,0.128,66.6,7.3,0.648,-0.128,95.1,0,0,0.543,0.457,25,30,26,31,2,1,5,1,,2,4.4,-0.35,0.35,68.2
87,FF,2024-10-03,94.9,-0.89,5.88,"Myers, Tobias",682626,668964,strikeout,swinging_strike,,,,,6,Francisco Alvarez strikes out swinging.,F,R,R,MIL,NYM,S,2,,2,2,2024,-0.26,1.68,0.48,2.66,,,,1,3,Top,,,,,,,4.200318443037832,-137.9240939879309,-6.471029399951303,-4.300106063998439,34.28980913476079,-9.591307815004676,3.27,1.52,,,,95.0,2320,6.7,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.84,,0.0,0.0,1,0,0,,17,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,196,0.018,-0.142,78.0,7.1,,0.142,,0,0,0.525,0.475,25,22,26,23,1,0,5,1,,2,0.89,0.26,0.26,60.2
88,SL,2024-10-03,86.6,-0.91,5.89,"Myers, Tobias",682626,668964,,ball,,,,,14,Francisco Alvarez strikes out swinging.,F,R,R,MIL,NYM,B,,,1,2,2024,0.62,0.38,1.19,1.25,,,,1,3,Top,,,,,,,3.7429287684725887,-125.97536645718506,-5.679935691510613,5.838251284764668,25.836419405221353,-27.157066254352493,3.14,1.39,,,,86.9,2200,6.5,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.99,,,,,,,,17,4,Slider,0,0,0,0,0,0,0,0,Strategic,Standard,162,0.0,0.027,,,,-0.027,,0,0,0.525,0.475,25,22,26,23,1,0,5,1,,2,2.66,-0.62,-0.62,63.0
93,FF,2024-10-03,95.6,-0.9,5.86,"Myers, Tobias",682626,668964,,called_strike,,,,,14,Francisco Alvarez strikes out swinging.,F,R,R,MIL,NYM,S,,,1,1,2024,-0.28,1.72,0.94,2.09,,,,1,3,Top,,,,,,,5.51832023501355,-138.84029733155177,-8.153903216222592,-4.913525946069052,34.82004615866082,-8.332877100142058,3.27,1.48,,,,95.7,2339,6.7,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.8,,,,,,,,17,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,193,0.0,-0.039,,,,0.039,,0,0,0.525,0.475,25,22,26,23,1,0,5,1,,2,0.81,0.28,0.28,60.5
94,FF,2024-10-03,94.3,-0.75,5.92,"Myers, Tobias",682626,668964,,called_strike,,,,,6,Francisco Alvarez strikes out swinging.,F,R,R,MIL,NYM,S,,,1,0,2024,-0.37,1.75,0.75,2.47,,,,1,3,Top,,,,,,,4.749439699220578,-137.07644786762378,-7.140028985314275,-5.798844800498846,33.73907587166356,-8.779676812966038,3.26,1.39,,,,94.5,2351,6.7,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.79,,,,,,,,17,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,196,0.0,-0.032,,,,0.032,,0,0,0.525,0.475,25,22,26,23,1,0,5,1,,2,0.84,0.37,0.37,60.9
99,SL,2024-10-03,84.4,-0.91,5.85,"Myers, Tobias",682626,668964,,ball,,,,,14,Francisco Alvarez strikes out swinging.,F,R,R,MIL,NYM,B,,,0,0,2024,0.59,0.1,0.59,0.99,,,,1,3,Top,,,,,,,2.3149291783189763,-122.84959773527098,-5.168003867615819,5.5257284923437,24.798115659539473,-30.308132912046275,3.14,1.33,,,,84.8,2094,6.6,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.94,,,,,,,,17,1,Slider,0,0,0,0,0,0,0,0,Standard,Standard,147,0.0,0.025,,,,-0.025,,0,0,0.525,0.475,25,22,26,23,1,0,5,1,,2,3.1,-0.59,-0.59,64.6
102,FF,2024-10-03,94.6,-0.82,5.88,"Myers, Tobias",621438,668964,field_out,hit_into_play,,,,,5,Tyrone Taylor flies out to right fielder Sal Frelick.,F,R,R,MIL,NYM,X,9,fly_ball,2,2,2024,-0.34,1.71,0.26,2.75,,,,0,3,Top,154.81,62.89,,,,,3.6039455925617663,-137.59257451315938,-6.298088987924859,-5.1141455259585324,33.20019365360044,-9.23544545988416,3.36,1.62,344,96.5,27,94.9,2357,6.7,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.83,0.277,0.434,0.0,1,0,0,5,16,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Strategic,197,0.025,-0.203,73.2,7.2,0.764,0.203,96.5,0,0,0.5,0.5,25,30,26,30,1,0,5,1,,2,0.85,0.34,0.34,61.6
106,CH,2024-10-03,77.4,-0.97,5.91,"Myers, Tobias",621438,668964,,ball,,,,,11,Tyrone Taylor flies out to right fielder Sal Frelick.,F,R,R,MIL,NYM,B,,,1,2,2024,-0.79,1.32,-0.32,4.96,,,,0,3,Top,,,,,,,2.846552270855362,-112.60140975775248,2.5998768979425546,-7.259942237519327,22.235081226899492,-21.79069973681742,3.23,1.49,,,,77.4,1822,6.5,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.96,,,,,,,,16,4,Changeup,0,0,0,0,0,0,0,0,Standard,Strategic,215,0.0,0.036,,,,-0.036,,0,0,0.5,0.5,25,30,26,30,1,0,5,1,,2,2.52,0.79,0.79,60.5
110,CH,2024-10-03,78.0,-1.04,5.89,"Myers, Tobias",621438,668964,,ball,,,,,11,Tyrone Taylor flies out to right fielder Sal Frelick.,F,R,R,MIL,NYM,B,,,0,2,2024,-0.9,1.27,-1.06,4.73,,,,0,3,Top,,,,,,,1.607530447523874,-113.59597041632506,2.1060592147599,-8.04066646638525,22.31643208771755,-21.914756331648967,3.23,1.37,,,,78.2,1712,6.6,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.93,,,,,,,,16,3,Changeup,0,0,0,0,0,0,0,0,Standard,Strategic,211,0.0,0.021,,,,-0.021,,0,0,0.5,0.5,25,30,26,30,1,0,5,1,,2,2.5,0.9,0.9,60.4
113,FF,2024-10-03,94.3,-0.79,5.92,"Myers, Tobias",621438,668964,,foul,,,,,3,Tyrone Taylor flies out to right fielder Sal Frelick.,F,R,R,MIL,NYM,S,,,0,1,2024,-0.5,1.75,0.36,3.35,,,,0,3,Top,,,,,,,4.12441765043261,-137.20192967020566,-4.884740906196221,-7.246784536162385,31.228302964978457,-9.228087270537424,3.36,1.62,142,77.4,72,94.8,2363,6.6,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.87,,,,,,,,16,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Strategic,194,0.0,-0.049,69.7,7.1,,0.049,88.0,0,0,0.5,0.5,25,30,26,30,1,0,5,1,,2,0.82,0.5,0.5,65.7
120,CU,2024-10-03,75.8,-0.76,5.96,"Myers, Tobias",621438,668964,,called_strike,,,,,7,Tyrone Taylor flies out to right fielder Sal Frelick.,F,R,R,MIL,NYM,S,,,0,0,2024,0.04,-0.62,-0.43,1.64,,,,0,3,Top,,,,,,,0.6347594874373815,-110.50155505073182,-0.8610918277413909,0.1814065326701669,19.77412872680182,-37.32401601341982,2.99,1.55,,,,76.3,2298,6.5,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.97,,,,,,,,16,1,Curveball,0,0,0,0,0,0,0,0,Standard,Strategic,39,0.0,-0.033,,,,0.033,,0,0,0.5,0.5,25,30,26,30,1,0,5,1,,2,4.58,-0.04,-0.04,66.9
105,FF,2024-10-03,90.7,2.08,5.64,"Quintana, Jose",687401,500779,field_out,hit_into_play,,,,,11,Joey Ortiz pops out to second baseman Jose Iglesias.,F,R,L,MIL,NYM,X,4,popup,2,2,2024,0.27,1.33,-0.62,3.82,,596142,,2,2,Bot,150.97,135.36,,,,,-7.367787619624806,-131.89299974758077,-1.4462730542993842,4.7632830235681425,29.016294044008937,-16.596434785092093,3.35,1.48,176,60.3,28,91.0,2084,6.6,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.94,0.566,0.509,0.0,1,0,0,4,15,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,155,-0.035,-0.276,66.0,6.1,0.578,0.276,88.0,0,0,0.535,0.535,35,25,35,26,1,0,5,1,6,,1.45,0.27,-0.27,42.1
109,FF,2024-10-03,90.7,2.16,5.61,"Quintana, Jose",687401,500779,,ball,,,,,11,Joey Ortiz pops out to second baseman Jose Iglesias.,F,R,L,MIL,NYM,B,,,1,2,2024,0.33,1.4,-0.19,4.6,,596142,,2,2,Bot,,,,,,,-6.621955762462533,-131.92522859995424,0.4312661965248038,5.318832444052377,28.82698976109994,-16.15715818383268,3.28,1.47,,,,91.0,2113,6.5,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.96,,,,,,,,15,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,155,0.0,0.041,,,,-0.041,,0,0,0.535,0.535,35,25,35,26,1,0,5,1,6,,1.38,0.33,-0.33,41.2
115,FF,2024-10-03,91.5,2.18,5.61,"Quintana, Jose",687401,500779,,foul,,,,,11,Joey Ortiz pops out to second baseman Jose Iglesias.,F,R,L,MIL,NYM,S,,,1,1,2024,0.32,1.35,-0.14,3.75,,596142,,2,2,Bot,,,,,,,-6.570641029271838,-133.14333927508616,-1.7260273512127124,5.212854608930564,29.954436267998748,-15.942015284691609,3.35,1.48,200,71.9,24,91.8,2145,6.6,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.9,,,,,,,,15,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,151,0.0,-0.066,69.2,6.4,,0.066,88.0,0,0,0.535,0.535,35,25,35,26,1,0,5,1,6,,1.38,0.32,-0.32,41.9
117,FF,2024-10-03,91.5,2.2,5.62,"Quintana, Jose",687401,500779,,foul,,,,,2,Joey Ortiz pops out to second baseman Jose Iglesias.,F,R,L,MIL,NYM,S,,,1,0,2024,0.67,1.28,0.01,3.02,,596142,,2,2,Bot,,,,,,,-7.024140485679556,-133.07008176375302,-3.462165848524415,9.510117545205116,29.11259549033521,-16.418510137021705,3.35,1.48,192,70.7,57,92.0,2090,6.7,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.82,,,,,,,,15,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,146,0.0,-0.048,72.9,7.3,,0.048,88.0,0,0,0.535,0.535,35,25,35,26,1,0,5,1,6,,1.45,0.67,-0.67,43.7
122,CH,2024-10-03,87.1,2.2,5.62,"Quintana, Jose",687401,500779,,ball,,,,,14,Joey Ortiz pops out to second baseman Jose Iglesias.,F,R,L,MIL,NYM,B,,,0,0,2024,1.39,0.42,1.44,1.29,,596142,,2,2,Bot,,,,,,,-4.716551969366739,-126.77098997275256,-5.106521340076952,15.965272221948664,26.067307155426423,-26.843806786917053,3.34,1.47,,,,87.6,1369,6.6,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.88,,,,,,,,15,1,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,122,0.0,0.016,,,,-0.016,,0,0,0.535,0.535,35,25,35,26,1,0,5,1,6,,2.59,1.39,-1.39,45.5
126,SI,2024-10-03,91.5,2.17,5.6,"Quintana, Jose",686217,500779,strikeout,called_strike,,,,,7,Sal Frelick called out on strikes.,F,L,L,MIL,NYM,S,2,,1,2,2024,1.27,0.95,-0.57,1.69,,596142,,1,2,Bot,,,,,,,-9.708652901683948,-132.88735481392038,-6.098337446322127,17.144126174855945,27.67399084286727,-19.70824992333588,2.95,1.4,,,,92.2,1914,6.7,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.77,,0.0,0.0,1,0,0,,14,4,Sinker,0,0,0,0,0,0,0,0,Standard,Strategic,149,-0.036,-0.243,,,,0.243,,0,0,0.571,0.571,35,24,35,24,1,0,5,1,6,,1.77,1.27,1.27,42.0
132,SV,2024-10-03,77.8,2.19,5.57,"Quintana, Jose",686217,500779,,blocked_ball,,,,,13,Sal Frelick called out on strikes.,F,L,L,MIL,NYM,B,,,0,2,2024,-1.14,0.0,-0.56,0.68,,596142,,1,2,Bot,,,,,,,-3.832499800079857,-113.23726436401084,-3.584022177768379,-9.009974639690888,21.551694413319517,-31.670966736638967,3.07,1.46,,,,78.0,2194,6.5,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.96,,,,,,,,14,3,Slurve,0,0,0,0,0,0,0,0,Standard,Standard,306,0.0,0.029,,,,-0.029,,0,0,0.571,0.571,35,24,35,24,1,0,5,1,6,,3.77,-1.14,-1.14,41.0
